Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40165841,09/02/2018 01:26:53 AM,09/02/2018 03:03:52 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11235,2824 BRIGHTON 6 STREET,BRIGHTON 6 STREET,BRIGHTON 4 ROAD,BRIGHTON 4 TERRACE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:26:53 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 03:03:52 AM,13 BROOKLYN,,BROOKLYN,994518,151509,PHONE,Unspecified,BROOKLYN,,,,,,,,40.58252733958262,-73.96303408543915,"(40.58252733958262, -73.96303408543915)"
40170241,09/02/2018 01:27:08 AM,09/02/2018 06:18:42 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,139 HARMAN STREET,HARMAN STREET,CENTRAL AVENUE,WILSON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:27:08 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 06:18:42 AM,04 BROOKLYN,3032760001,BROOKLYN,1005894,193145,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.696788711711896,-73.92194570209745,"(40.696788711711896, -73.92194570209745)"
40165347,09/02/2018 01:27:56 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1280 TELLER AVENUE,TELLER AVENUE,EAST 168 STREET,EAST 169 STREET,,,ADDRESS,BRONX,,Precinct,Open,09/02/2018 09:27:56 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,04 BRONX,2024310020,BRONX,1009002,243157,MOBILE,Unspecified,BRONX,,,,,,,,40.83405047276198,-73.91055322970006,"(40.83405047276198, -73.91055322970006)"
40169066,09/02/2018 01:28:02 AM,09/02/2018 07:29:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,,,,,108 STREET,86 AVENUE,INTERSECTION,RICHMOND HILL,,Precinct,Closed,09/02/2018 09:28:02 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 07:29:36 AM,09 QUEENS,,QUEENS,1028434,193590,PHONE,Unspecified,QUEENS,,,,,,,,40.69792629933921,-73.84065739280302,"(40.69792629933921, -73.84065739280302)"
40167871,09/02/2018 01:29:12 AM,09/02/2018 04:30:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,149-11 114 STREET,114 STREET,149 AVENUE,150 AVENUE,,,ADDRESS,SOUTH OZONE PARK,,Precinct,Closed,09/02/2018 09:29:12 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 04:30:26 AM,10 QUEENS,4118140030,QUEENS,1032223,183172,ONLINE,Unspecified,QUEENS,,,,,,,,40.66931159182761,-73.82706716936238,"(40.66931159182761, -73.82706716936238)"
40169922,09/02/2018 01:29:18 AM,09/02/2018 04:52:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11422,241 STREET,241 STREET,CANEY ROAD,144 AVENUE,,,BLOCKFACE,ROSEDALE,,Precinct,Closed,09/02/2018 09:29:18 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 04:52:40 AM,13 QUEENS,,QUEENS,1056229,180303,PHONE,Unspecified,QUEENS,,,,,,,,40.66127423068189,-73.74056151274235,"(40.66127423068189, -73.74056151274235)"
40163335,09/02/2018 01:29:32 AM,09/02/2018 02:21:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455,776 FOX STREET,FOX STREET,EAST 156 STREET,LONGWOOD AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,09/02/2018 09:29:32 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:21:30 AM,02 BRONX,,BRONX,1012565,236639,ONLINE,Unspecified,BRONX,,,,,,,,40.81614972314397,-73.89770506652557,"(40.81614972314397, -73.89770506652557)"
40163793,09/02/2018 01:29:36 AM,09/02/2018 02:41:01 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,171-18 119 AVENUE,119 AVENUE,RING PLACE,MERRILL STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,09/02/2018 09:29:36 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:41:01 AM,12 QUEENS,4123730109,QUEENS,1046743,188754,MOBILE,Unspecified,QUEENS,,,,,,,,40.68454228477921,-73.77467399040887,"(40.68454228477921, -73.77467399040887)"
40168858,09/02/2018 01:29:42 AM,09/02/2018 07:01:04 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11414,156-43 77 STREET,77 STREET,156 AVENUE,157 AVENUE,,,ADDRESS,HOWARD BEACH,,Precinct,Closed,09/02/2018 09:29:42 AM,The Police Department responded to the complaint and determined that police action was not necessary.,09/02/2018 07:01:04 AM,10 QUEENS,4139407501,QUEENS,1024205,180224,PHONE,Unspecified,QUEENS,,,,,,,,40.66125981334424,-73.85598782932523,"(40.66125981334424, -73.85598782932523)"
40166458,09/02/2018 01:29:45 AM,09/02/2018 01:55:25 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11411,224 STREET,224 STREET,115 ROAD,116 AVENUE,,,BLOCKFACE,CAMBRIA HEIGHTS,,Precinct,Closed,09/02/2018 09:29:45 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 01:55:25 AM,13 QUEENS,,QUEENS,1057644,193166,PHONE,Unspecified,QUEENS,,,,,,,,40.696568475483225,-73.73532128186577,"(40.696568475483225, -73.73532128186577)"
40167314,09/02/2018 01:29:48 AM,09/02/2018 04:28:25 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10030,2660 8 AVENUE,8 AVENUE,WEST 141 STREET,WEST 142 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 09:29:48 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 04:28:25 AM,10 MANHATTAN,1020270001,MANHATTAN,999850,238201,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82046857723442,-73.94363749682614,"(40.82046857723442, -73.94363749682614)"
40165317,09/02/2018 01:30:01 AM,09/02/2018 02:06:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11692,123 BEACH 59 STREET,BEACH 59 STREET,BOARDWALK,LARKIN AVENUE,,,ADDRESS,ARVERNE,,Precinct,Closed,09/02/2018 09:30:01 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:06:53 AM,14 QUEENS,4159310059,QUEENS,1042926,154390,MOBILE,Unspecified,QUEENS,,,,,,,,40.59024684503923,-73.78873541323,"(40.59024684503923, -73.78873541323)"
40172950,09/02/2018 01:30:12 AM,09/02/2018 01:30:12 AM,DOB,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,11213,1582 PACIFIC STREET,PACIFIC STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,09/02/2018 12:00:00 AM,08 BROOKLYN,3013400030,BROOKLYN,1001784,185909,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67693665252428,-73.93678633334737,"(40.67693665252428, -73.93678633334737)"
40165303,09/02/2018 01:30:13 AM,09/02/2018 01:35:46 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11358,43-42 164 STREET,164 STREET,43 AVENUE,45 AVENUE,,,ADDRESS,FLUSHING,,Precinct,Closed,09/02/2018 09:30:13 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 01:35:46 AM,07 QUEENS,4054210052,QUEENS,1038964,215301,MOBILE,Unspecified,QUEENS,,,,,,,,40.757458709392104,-73.80250620342754,"(40.757458709392104, -73.80250620342754)"
40167366,09/02/2018 01:30:29 AM,09/02/2018 06:14:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11232,800 39 STREET,39 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:30:29 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,09/02/2018 06:14:00 AM,12 BROOKLYN,,BROOKLYN,985089,175020,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.647066078589646,-73.99697658733244,"(40.647066078589646, -73.99697658733244)"
40163794,09/02/2018 01:30:32 AM,09/02/2018 02:52:31 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,2985 WEBSTER AVENUE,WEBSTER AVENUE,BOTANICAL SQUARE,EAST 201 STREET,,,ADDRESS,BRONX,,Precinct,Closed,09/02/2018 09:30:32 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 02:52:31 AM,07 BRONX,2032800048,BRONX,1016748,255519,PHONE,Unspecified,BRONX,,,,,,,,40.867955361957435,-73.88250147082536,"(40.867955361957435, -73.88250147082536)"
40162940,09/02/2018 01:30:34 AM,09/02/2018 01:59:32 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11358,43-42 164 STREET,164 STREET,43 AVENUE,45 AVENUE,,,ADDRESS,FLUSHING,,Precinct,Closed,09/02/2018 09:30:34 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 01:59:32 AM,07 QUEENS,4054210052,QUEENS,1038964,215301,PHONE,Unspecified,QUEENS,,,,,,,,40.757458709392104,-73.80250620342754,"(40.757458709392104, -73.80250620342754)"
40162851,09/02/2018 01:30:35 AM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power/Phone Lines,Street,10474,887 FAILE STREET,FAILE STREET,SENECA AVENUE,GARRISON AVENUE,,,ADDRESS,BRONX,,N/A,Open,09/12/2018 01:30:35 AM,The Department of Parks and Recreation usually requires 10 days to review a request and determine the appropriate action. Please note your Service Request number for future reference.,,02 BRONX,2027610040,BRONX,1015301,237856,PHONE,Unspecified,BRONX,,,,,,,,40.819480850248034,-73.88781497002519,"(40.819480850248034, -73.88781497002519)"
40168225,09/02/2018 01:30:41 AM,09/02/2018 06:49:52 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,52 HERKIMER PLACE,HERKIMER PLACE,PERRY PLACE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:30:41 AM,The Police Department responded to the complaint and determined that police action was not necessary.,09/02/2018 06:49:52 AM,03 BROOKLYN,3018660021,BROOKLYN,997989,186656,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67899370172507,-73.95046656062023,"(40.67899370172507, -73.95046656062023)"
40166478,09/02/2018 01:30:58 AM,09/02/2018 03:04:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,120-33 170 STREET,170 STREET,120 AVENUE,MARSDEN STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,09/02/2018 09:30:58 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 03:04:54 AM,12 QUEENS,4123870103,QUEENS,1046740,187951,PHONE,Unspecified,QUEENS,,,,,,,,40.68233826129826,-73.77469225420283,"(40.68233826129826, -73.77469225420283)"
40166169,09/02/2018 01:31:31 AM,09/02/2018 02:26:40 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11432,89-45 163 STREET,163 STREET,89 AVENUE,JAMAICA AVENUE,,,ADDRESS,JAMAICA,,Precinct,Closed,09/02/2018 09:31:31 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:26:40 AM,12 QUEENS,4097930029,QUEENS,1040250,196794,MOBILE,Unspecified,QUEENS,,,,,,,,40.70665362100147,-73.79801835006643,"(40.70665362100147, -73.79801835006643)"
40167239,09/02/2018 01:31:46 AM,09/02/2018 02:08:58 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11213,1337 PRESIDENT STREET,PRESIDENT STREET,BROOKLYN AVENUE,KINGSTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:31:46 AM,The Police Department issued a summons in response to the complaint.,09/02/2018 02:08:58 AM,09 BROOKLYN,3012780001,BROOKLYN,999603,182562,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.667753941258084,-73.94465690705775,"(40.667753941258084, -73.94465690705775)"
40169127,09/02/2018 01:31:53 AM,09/02/2018 06:52:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,3018 HEATH AVENUE,HEATH AVENUE,WEST 230 STREET,ALBANY CRESCENT,,,ADDRESS,BRONX,,Precinct,Closed,09/02/2018 09:31:53 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 06:52:55 AM,08 BRONX,2032560176,BRONX,1011122,258546,PHONE,Unspecified,BRONX,,,,,,,,40.87628246342609,-73.9028304631379,"(40.87628246342609, -73.9028304631379)"
40164877,09/02/2018 01:32:19 AM,09/02/2018 04:12:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11219,,,,,45 STREET,NEW UTRECHT AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,09/02/2018 09:32:19 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 04:12:09 AM,12 BROOKLYN,,BROOKLYN,985823,172434,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63996796493375,-73.99433215466712,"(40.63996796493375, -73.99433215466712)"
40163447,09/02/2018 01:32:21 AM,09/02/2018 02:49:18 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,122-10 115 AVENUE,115 AVENUE,122 STREET,123 STREET,,,ADDRESS,SOUTH OZONE PARK,,Precinct,Closed,09/02/2018 09:32:21 AM,The Police Department reviewed your complaint and provided additional information below.,09/02/2018 02:49:18 AM,10 QUEENS,4116660006,QUEENS,1035077,186259,PHONE,Unspecified,QUEENS,,,,,,,,40.67776876986899,-73.81675583502111,"(40.67776876986899, -73.81675583502111)"
40164271,09/02/2018 01:32:22 AM,09/02/2018 06:18:42 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,1358 EAST 54 STREET,EAST 54 STREET,AVENUE K,AVENUE L,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:32:22 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 06:18:42 AM,18 BROOKLYN,3078330066,BROOKLYN,1005456,166888,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62472012878834,-73.9236078290901,"(40.62472012878834, -73.9236078290901)"
40169899,09/02/2018 01:32:43 AM,09/02/2018 05:04:49 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,282 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,WEST 124 STREET,WEST 125 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 09:32:43 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 05:04:49 AM,10 MANHATTAN,1017220001,MANHATTAN,999239,233383,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.807245572742524,-73.94585578717607,"(40.807245572742524, -73.94585578717607)"
40167229,09/02/2018 01:32:45 AM,09/02/2018 03:41:38 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11361,40-12 BELL BOULEVARD,BELL BOULEVARD,40 AVENUE,41 AVENUE,,,ADDRESS,BAYSIDE,,Precinct,Closed,09/02/2018 09:32:45 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 03:41:38 AM,11 QUEENS,4062370032,QUEENS,1047616,217744,ONLINE,Unspecified,QUEENS,,,,,,,,40.764106321118824,-73.77125334303817,"(40.764106321118824, -73.77125334303817)"
40165351,09/02/2018 01:32:57 AM,09/02/2018 02:05:50 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11217,161 SOUTH ELLIOTT PLACE,SOUTH ELLIOTT PLACE,HANSON PLACE,ACADEMY PARK PLACE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:32:57 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 02:05:50 AM,02 BROOKLYN,3020030008,BROOKLYN,991157,188746,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68473824351293,-73.97509593672214,"(40.68473824351293, -73.97509593672214)"
40167247,09/02/2018 01:33:00 AM,09/02/2018 06:43:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,859 MADISON STREET,MADISON STREET,RALPH AVENUE,HOWARD AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:33:00 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 06:43:45 AM,03 BROOKLYN,3014810046,BROOKLYN,1005928,189955,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68803281894974,-73.9218333542043,"(40.68803281894974, -73.9218333542043)"
40174369,09/02/2018 01:33:13 AM,09/02/2018 01:33:13 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10452,1197 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,N/A,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,09/02/2018 12:00:00 AM,04 BRONX,2024630046,BRONX,1006941,243218,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83422343590079,-73.9180008934625,"(40.83422343590079, -73.9180008934625)"
40168349,09/02/2018 01:33:13 AM,09/02/2018 02:36:53 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,283 SOUTH 1 STREET,SOUTH 1 STREET,HAVEMEYER STREET,MARCY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:33:13 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:36:53 AM,01 BROOKLYN,3023960026,BROOKLYN,996363,198661,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71194701033655,-73.95630721511912,"(40.71194701033655, -73.95630721511912)"
40168994,09/02/2018 01:33:19 AM,09/02/2018 03:53:52 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,616 ACADEMY STREET,ACADEMY STREET,SHERMAN AVENUE,VERMILYEA AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 09:33:19 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 03:53:52 AM,12 MANHATTAN,1022240025,MANHATTAN,1005228,254427,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86499304971584,-73.92415613530962,"(40.86499304971584, -73.92415613530962)"
40169280,09/02/2018 01:33:23 AM,09/02/2018 02:41:00 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,194 STANHOPE STREET,STANHOPE STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:33:23 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:41:00 AM,04 BROOKLYN,3032680031,BROOKLYN,1006063,194232,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69977185721923,-73.92133272090634,"(40.69977185721923, -73.92133272090634)"
40166449,09/02/2018 01:33:50 AM,09/02/2018 02:12:05 AM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11235,2577 EAST 27 STREET,EAST 27 STREET,AVENUE Y,AVENUE Z,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:33:50 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:12:05 AM,15 BROOKLYN,3074430026,BROOKLYN,1000138,154198,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.589899816772004,-73.94279515822288,"(40.589899816772004, -73.94279515822288)"
40170085,09/02/2018 01:33:53 AM,09/02/2018 06:23:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11416,84-36 102 ROAD,102 ROAD,84 STREET,86 STREET,,,ADDRESS,OZONE PARK,,Precinct,Closed,09/02/2018 09:33:53 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 06:23:17 AM,09 QUEENS,4090860017,QUEENS,1024632,187183,PHONE,Unspecified,QUEENS,,,,,,,,40.68035874769474,-73.85440708149966,"(40.68035874769474, -73.85440708149966)"
40170073,09/02/2018 01:33:57 AM,09/02/2018 06:40:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,,,,,EAST  160 STREET,PARK AVENUE,INTERSECTION,BRONX,,Precinct,Closed,09/02/2018 09:33:57 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 06:40:40 AM,03 BRONX,,BRONX,1007284,239635,PHONE,Unspecified,BRONX,,,,,,,,40.82438824279014,-73.91677368733819,"(40.82438824279014, -73.91677368733819)"
40163336,09/02/2018 01:34:10 AM,09/02/2018 03:24:21 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11436,146-04 115 AVENUE,115 AVENUE,146 STREET,147 STREET,,,ADDRESS,JAMAICA,,Precinct,Closed,09/02/2018 09:34:10 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 03:24:21 AM,12 QUEENS,4119910050,QUEENS,1040772,188413,MOBILE,Unspecified,QUEENS,,,,,,,,40.68364646352952,-73.7962059259896,"(40.68364646352952, -73.7962059259896)"
40169180,09/02/2018 01:34:19 AM,09/02/2018 02:49:18 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,104-48 129 STREET,129 STREET,LIBERTY AVENUE,107 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,09/02/2018 09:34:19 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 02:49:18 AM,10 QUEENS,4095820025,QUEENS,1035258,190302,PHONE,Unspecified,QUEENS,,,,,,,,40.68886481783151,-73.81607268108702,"(40.68886481783151, -73.81607268108702)"
40166476,09/02/2018 01:34:19 AM,09/02/2018 06:22:15 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11416,95-25 92 STREET,92 STREET,95 AVENUE,97 AVENUE,,,ADDRESS,OZONE PARK,,Precinct,Closed,09/02/2018 09:34:19 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 06:22:15 AM,09 QUEENS,4090320027,QUEENS,1025894,189317,ONLINE,Unspecified,QUEENS,,,,,,,,40.68621023553043,-73.84984389762666,"(40.68621023553043, -73.84984389762666)"
40166158,09/02/2018 01:34:24 AM,09/02/2018 01:59:32 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11358,43-42 164 STREET,164 STREET,43 AVENUE,45 AVENUE,,,ADDRESS,FLUSHING,,Precinct,Closed,09/02/2018 09:34:24 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 01:59:32 AM,07 QUEENS,4054210052,QUEENS,1038964,215301,ONLINE,Unspecified,QUEENS,,,,,,,,40.757458709392104,-73.80250620342754,"(40.757458709392104, -73.80250620342754)"
40166243,09/02/2018 01:34:37 AM,09/02/2018 06:15:28 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,1229 ATLANTIC AVENUE,ATLANTIC AVENUE,PERRY PLACE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 09:34:37 AM,The Police Department responded to the complaint and determined that police action was not necessary.,09/02/2018 06:15:28 AM,03 BROOKLYN,3018660023,BROOKLYN,998045,186475,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67849681068535,-73.95026503346028,"(40.67849681068535, -73.95026503346028)"
40169710,09/02/2018 01:34:49 AM,09/02/2018 07:12:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,,,,,BEACH    6 STREET,SEAGIRT AVENUE,INTERSECTION,FAR ROCKAWAY,,Precinct,Closed,09/02/2018 09:34:49 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 07:12:14 AM,14 QUEENS,,QUEENS,1056120,156516,PHONE,Unspecified,QUEENS,,,,,,,,40.59598510084757,-73.74120768189617,"(40.59598510084757, -73.74120768189617)"
40168978,09/02/2018 01:34:53 AM,09/02/2018 02:42:05 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031,3668 BROADWAY,BROADWAY,WEST 151 STREET,WEST 152 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 09:34:53 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:42:05 AM,09 MANHATTAN,1020830064,MANHATTAN,998799,241875,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.8305544539533,-73.94742677217317,"(40.8305544539533, -73.94742677217317)"
40163295,09/02/2018 01:35:01 AM,09/02/2018 06:52:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,2 ADRIAN AVENUE,ADRIAN AVENUE,TERRACE VIEW AVENUE,WEST 227 STREET,,,ADDRESS,BRONX,,Precinct,Closed,09/02/2018 09:35:01 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 06:52:56 AM,08 BRONX,1022150343,BRONX,1008461,258398,ONLINE,Unspecified,BRONX,,,,,,,,40.8758839499018,-73.9124532053511,"(40.8758839499018, -73.9124532053511)"
40165367,09/02/2018 01:35:20 AM,09/02/2018 03:53:53 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10040,4488 BROADWAY,BROADWAY,FAIRVIEW AVENUE,WEST 192 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 09:35:20 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 03:53:53 AM,12 MANHATTAN,1021700078,MANHATTAN,1003013,251720,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.85756813849579,-73.93217182145753,"(40.85756813849579, -73.93217182145753)"
